Title,Country,SiteURL,IsPrimary,Alive,StatusCode,IP,ASN,ASNOrg,CloudProvider,CDN,WAFDetected,WAFVendor,WAFTool,CMSFramework,WebServer,TLSVersion,CertIssuer,CertExpiresAt,HSTS,CSP,XFO,XCTO,ReferrerPolicy,PermissionsPolicy,ScanTier,ScannedAt,OriginCloudProvider
Banco de Crédito BCP,Perú,https://viabcp.com,1,1,409,104.20.53.240,13335,"CLOUDFLARENET - Cloudflare, Inc., US",Cloudflare,Cloudflare,1,Cloudflare,,-,-,TLSv1.3,"CN=GlobalSign GCC R3 EV TLS CA 2025,O=GlobalSign nv-sa,C=BE",2026-09-28T15:56:30Z,0,0,SAMEORIGIN,0,same-origin,0,browser,2026-05-06T04:35:25Z,-
Falabella Chile,Chile,https://falabella.com,1,1,403,104.18.128.133,13335,"CLOUDFLARENET - Cloudflare, Inc., US",Cloudflare,Cloudflare,1,Cloudflare,,-,-,TLSv1.3,"CN=WE1,O=Google Trust Services,C=US",2026-07-29T19:44:20Z,1,0,SAMEORIGIN,0,same-origin,0,browser,2026-05-06T04:35:25Z,-
